"zona","nomeZona","domicilios","familias","populacao","matriEscolar","empregos","autoParticular","viagProduz","viagAtraid","areaZona","popMasc","popFem","popTotal","popIdd_0.3","popIdd_4.6","popIdd_7.10","popIdd_11.14","popIdd_15.17","popIdd_18.22","popIdd_23.29","popIdd_30.39","popIdd_40.49","popIdd_50.59","popIdd_60.mais","renTotalZona","renMedFam","renPerCap","renMedianFam","rendF1","rendF2","rendF3","rendF4","rendF5","rendTotal","res_assCom","res_assSem","res_funPublico","res_autonomo","res_empregador","res_profLiberal","res_negFamiliar","res_trabFamiliar","res_total","emp_agro","emp_constCivil","emp_indus","emp_comercio","emp_transCarg","emp_transPass","emp_financeiro","emp_servPessoais","emp_alimenta","emp_saude","emp_educa","emp_especializ","emp_admPubli","emp_outros","emp_total","emp_foraRes","emp_dentrRes","emp_semEnd","emp_total.1","vp_metro","vp_trem","vp_bus","vp_fretado","vp_escolar","vp_dirigindoAuto","vp_passAuto","vp_taxiCom","vp_taxiNCom","vp_dirigindoMoto","vp_passMoto","vp_bike","vp_pe","vp_outros","vp_total","vt_coletivo","vt_individual","vt_motorizado","vt_naoMotorizado","vt_total","mo_traIndus","mo_trabCome","mo_trabServ","mo_educacao","mo_compras","mo_saude","mo_lazer","mo_procEmp","mo_assunPesso","mo_refeicao","mo_total","tmv_coletivo","tmv_individual","tmv_pe","tmv_bike","vtra_metro","vtra_trem","vtra_bus","vtra_fretado","vtra_escolar","vtra_dirigAuto","vtra_passAuto","vtra_taxiCon","vtra_taxiNCon","vtra_dirigMoto","vtra_passMoto","vtra_bike","vtra_pe","vtra_outros","vtra_total","vtra_coletivo","vtra_individual","vtra_motorizado","vtra_naoMotorizado","vtra_total.1","vtra_trabIndus","vtra_trabCome","vtra_trabServ","vtra_educacao","vtra_compras","vtra_saude","vtra_lazer","vtra_procEmpr","vtra_assunPesso","vtra_refeicao","vtra_total.2","tmv_somaTotalModal","tmv_mediaTotalModal","tax_rendF1","tax_rendF2","tax_rendF3","tax_rendF4","tax_rendF5","tax_vp_coletivoPub","tax_vp_coletivoPri","tax_vp_taxiCom","tax_vp_taxiNCom","tax_vp_auto","tax_vp_moto","tax_vp_pe","tax_vp_bike","tax_crianças","tax_adolecentes","tax_jovens","tax_adultos","tax_idosos","tax_popArea","tax_genFem","tax_genMas"
77,"Clínicas",10526,10526,21006,6901,38950,7640,95986,95297,129,9400,11606,21006,861,1386,315,0,357,561,1946,5259,2741,1654,5924,83981541,7978,3998,6843,1067,3941,5694,5887,4416,21006,5048,281,493,2411,948,1638,0,0,10818,0,1126,1295,3153,0,23,484,366,293,17217,3085,2960,157,8791,38950,35843,1976,1131,38950,27028,1808,15543,38,1793,11696,4509,1205,7536,3977,31,669,20152,0,95986,46210,28954,75164,20821,95986,1703,6488,44453,14299,1507,17661,2651,0,2795,4428,95986,76,30,11,22,27263,2000,16720,38,1350,11415,3743,1740,7029,3824,31,613,19529,0,95297,47373,27782,75155,20143,95297,1758,6237,45917,13533,1153,17768,2324,0,2748,3858,95297,139,34.75,5.07950109492526,18.76130629344,27.1065409882891,28.0253260973055,21.0225649814339,46.2348675848561,46.2348675848561,1.25539141124747,7.8511449586398,16.8826703894318,4.72985643739712,20.9947283978914,0.696976642427021,12.1965152813482,1.69951442445016,11.9346853280015,45.9582976292488,28.2014662477387,16283.7209302326,55.2508807007522,44.7491192992478
78,"Oscar Freire",9508,9508,20776,457,24932,7501,58220,58334,100,10022,10754,20776,977,566,425,566,378,1165,1291,3627,3259,4004,4518,62523454,6576,3009,6361,77,1423,13904,3303,2069,20776,4497,266,545,1267,526,3859,796,0,11755,0,978,1197,3509,63,867,580,356,5244,204,465,2854,34,8580,24932,21623,2677,632,24932,10981,1146,8174,0,690,13284,3191,1674,2925,1332,0,1244,13573,7,58220,20991,22412,43403,14816,58220,1893,5900,31171,6143,1726,2088,2600,163,2984,3552,58220,72,28,10,36,10945,1146,8936,0,690,13259,2678,1986,2226,1332,0,1244,13885,7,58334,21717,21488,43206,15128,58334,2144,5208,32569,5444,1696,1979,2486,163,3109,3536,58334,146,36.5,0.370619946091644,6.84924913361571,66.923373122834,15.8981517135156,9.95860608394301,34.8694606664377,34.8694606664377,2.87530058399176,5.02404671934043,28.2978357952594,5.48093438680866,23.3132944005496,2.13672277567846,9.47246823257605,4.5437042741625,11.8213323065075,52.4162495186754,21.7462456680786,20776,51.7616480554486,48.2383519445514
79,"Trianon",5110,5110,10690,5602,46194,4587,125391,125692,60,4955,5735,10690,335,168,178,623,205,244,1009,2309,1405,1667,2547,39828100,7794,3726,6500,0,993,4389,3480,1828,10690,3017,233,396,655,397,1619,166,0,6482,0,257,557,3280,320,1066,3356,872,2093,12303,1491,10210,1271,9116,46194,44413,649,1132,46194,40930,65,20182,0,1092,21097,5451,1653,3513,2028,0,594,27813,973,125391,62269,34715,96984,28407,125391,1859,6050,58504,13371,2608,22767,6885,0,5026,8321,125391,78,44,9,36,43044,65,20090,0,897,20157,6532,1659,2574,2028,0,594,27078,973,125692,64097,33923,98020,27672,125692,2018,5075,58536,9550,2456,26341,7935,0,4559,9222,125692,167,41.75,0,9.28905519176801,41.0570626753976,32.5537885874649,17.1000935453695,48.788988045394,48.788988045394,1.31827643132282,2.80163648108716,21.1721734414751,4.34720195229323,22.1810177763954,0.473718209440869,6.37043966323667,7.74555659494855,11.7212347988775,50.3367633302151,23.8260056127222,17816.6666666667,53.6482694106642,46.3517305893358
80,"Jardim Paulistano",9193,9193,19691,3522,27553,6524,80848,81175,99,9244,10447,19691,710,203,367,1235,602,602,1580,4813,1968,2553,5058,56301434,6124,2859,4689,695,4077,8656,3440,2824,19691,5184,345,672,2680,62,1539,867,0,11350,0,465,1168,3141,371,796,1778,431,3314,1028,2394,5603,63,6999,27553,24514,1843,1195,27553,17680,1287,13589,0,174,15085,3778,1182,2615,1173,45,1157,22655,427,80848,32730,24305,57036,23812,80848,2939,5440,38443,12694,2713,4363,3800,127,6077,4251,80848,69,30,9,21,17275,1809,13535,0,174,15347,4457,1019,1696,1173,415,1157,22689,427,81175,32794,24534,57329,23846,81175,2473,6698,40972,11611,2173,3778,4014,127,4647,4682,81175,129,32.25,3.5295312579351,20.7048905591387,43.9591691635773,17.4699101112183,14.3415773703723,40.2681575301801,40.2681575301801,1.46200277063131,3.23446467445082,23.3314367702355,4.72862655848011,28.0217197704334,1.43108054621017,6.50043166929054,9.32913513788025,11.0812046112437,47.4023665634046,25.6868620181809,19889.898989899,53.0546950383424,46.9453049616576
81,"Jardim Europa",4839,4839,12650,697,41641,6976,87421,87756,308,5885,6765,12650,587,108,433,487,263,551,975,1327,2262,2163,3494,61141786,12635,4833,10541,0,237,3181,2643,6588,12650,1883,449,177,1767,934,1543,737,98,7589,0,2343,1556,8232,387,137,3235,1482,2418,460,2518,7657,0,11217,41641,39129,1287,1225,41641,13570,1383,19213,417,676,22331,3585,1179,3105,2059,35,2048,17765,56,87421,35258,32349,67608,19813,87421,5647,9713,44916,7413,3722,3063,3399,0,2473,7076,87421,87,30,8,19,13337,1516,19701,417,737,22351,3661,1524,2824,2212,35,1906,17480,56,87756,35707,32662,68369,19387,87756,6646,10545,47294,4224,3724,3166,2596,86,2911,6563,87756,144,36,0,1.87351778656126,25.1462450592885,20.8932806324111,52.0790513833992,39.0821427345832,39.0821427345832,1.34864620628911,3.55177817686826,29.6450509602956,4.14088148156621,20.3212042872994,2.34268653984741,8.91699604743083,5.92885375494071,12.0632411067194,45.4703557312253,27.6205533596838,4107.14285714286,53.4782608695652,46.5217391304348
82,"Pinheiros",4937,4937,11262,12715,75074,3252,163842,164357,203,5354,5908,11262,423,216,473,326,280,282,1030,2857,779,1592,3004,23241015,4708,2064,4209,511,4355,5038,1172,187,11262,2546,373,496,1712,275,549,260,124,6334,136,2905,4559,15130,59,1755,7796,854,8902,3228,3106,13218,550,12875,75074,72892,1283,899,75074,31495,12961,36303,188,1473,29435,7022,1412,3218,6013,0,3241,31012,70,163842,82420,47170,129590,34252,163842,8489,19586,76552,18860,5122,4039,11731,2380,5113,11972,163842,75,37,8,22,30105,11778,38398,188,1306,29750,8118,1384,2615,5932,0,3161,31552,70,164357,81776,47869,129645,34712,164357,8891,19507,80881,14627,4996,3948,11362,2294,4322,13531,164357,142,35.5,4.53738234771799,38.6698632569703,44.7345054164447,10.4066773219677,1.66045107440952,49.290780141844,49.290780141844,0.861805886158616,1.96408735244931,22.2513152915614,4.28583635453669,18.927991601665,1.97812526702555,9.873912271355,5.38092701118807,11.6497957733973,46.4215947433848,26.6737702006748,5547.78325123153,52.4595986503285,47.5404013496715
83,"Vila Madalena",9703,9703,22275,5506,27801,8227,90156,90207,219,10419,11856,22275,738,554,947,605,478,900,1772,4017,3222,3410,5632,73973907,7624,3321,6143,423,3878,8199,4950,4825,22275,4857,305,630,3532,889,1874,244,0,12330,61,1317,1232,3406,983,167,350,1612,2814,1067,1782,5632,160,7218,27801,23967,3183,651,27801,20365,1119,13952,0,927,20823,6096,917,2383,501,306,1769,20951,48,90156,36363,31074,67437,22719,90156,4249,4909,38780,18898,2692,1984,5400,0,7134,6109,90156,65,26,10,19,19653,1186,13911,0,927,20664,7725,849,3209,501,69,1817,19696,0,90207,35677,33017,68693,21513,90207,6147,6124,40079,18042,2597,2001,4161,173,6118,4765,90207,120,30,1.8989898989899,17.4096520763187,36.8080808080808,22.2222222222222,21.6610549943883,39.305204312525,39.305204312525,1.01712587071299,2.64319623763255,29.8582457074404,7.10102489019034,23.2386086339234,1.96215448777674,10.0516273849607,4.86195286195286,11.9955106621773,47.8069584736251,25.283950617284,10171.2328767123,53.2255892255892,46.7744107744108
84,"PUC",7094,7094,16557,9527,12763,6905,54588,54705,73,6419,10138,16557,504,666,592,415,355,999,1288,2285,1863,2990,4599,71703865,10108,4331,8493,81,1354,4053,5900,5169,16557,2786,257,1293,1665,578,1769,221,0,8568,0,412,735,1464,0,45,14,260,83,685,1603,1572,0,5891,12763,10894,1067,802,12763,5545,2386,7896,0,627,16197,4334,1357,1991,639,23,232,13364,0,54588,16454,24539,40993,13595,54588,988,2339,19380,17881,3316,1548,2304,55,4635,2141,54588,68,28,11,23,5392,1961,8021,0,669,16342,4822,1023,2320,639,195,435,12885,0,54705,16043,25342,41385,13320,54705,1347,2528,18776,17851,2961,1643,2228,180,4538,2654,54705,130,32.5,0.489219061424171,8.17780998973244,24.4790722957057,35.6344748444767,31.219423808661,28.9935516963435,28.9935516963435,2.48589433575145,3.64732175569722,37.6108302190958,7.98160767934345,24.4815710412545,0.425001831904448,10.6420245213505,4.65060095427916,13.812888808359,43.1116748203177,27.7767711541946,22680.8219178082,61.2308993175092,38.7691006824908
85,"Cardoso de Almeida",1837,1837,5033,2171,3259,2500,20367,20350,63,1873,3160,5033,115,201,173,173,72,279,452,481,815,1024,1248,19442705,10584,3863,8493,0,267,1559,1663,1544,5033,1226,102,322,222,325,675,63,36,2970,0,10,0,21,0,0,814,58,80,278,326,186,0,1486,3259,2625,530,105,3259,954,1477,4612,0,441,5106,2538,138,793,179,0,69,4061,0,20367,7484,8753,16237,4130,20367,160,239,7744,5289,1135,1807,1472,0,1130,1391,20367,56,23,9,20,952,1456,4449,0,410,5106,2742,102,753,179,0,69,4134,0,20350,7266,8882,16147,4202,20350,1286,209,9096,5111,633,1286,1812,0,769,146,20350,108,27,0,5.30498708523743,30.97556129545,33.0419233061792,30.6775283131333,34.5804487651593,34.5804487651593,0.677566651936957,3.89355329700005,37.5313006333775,12.4613345117101,19.9391171993912,0.338783325968478,9.71587522352474,4.86787204450626,14.5241406715677,46.0957679316511,24.7963441287502,7988.88888888889,62.7856149413868,37.2143850586132
86,"Zequinha de Abreu",1564,1564,3729,529,3903,1241,10328,10246,50,1822,1907,3729,128,123,180,60,80,324,191,506,437,655,1046,11963478,7649,3208,6000,67,921,1278,567,896,3729,731,147,72,663,31,297,16,0,1957,0,161,47,649,0,0,0,31,146,352,639,481,0,1396,3903,3307,372,223,3903,1917,0,2689,0,0,2142,686,215,571,154,92,172,1689,0,10328,4606,3860,8467,1861,10328,343,753,4148,1996,303,542,840,0,971,432,10328,73,21,13,18,1670,0,2861,0,94,2142,786,50,562,154,92,172,1662,0,10246,4625,3786,8411,1835,10246,262,820,4410,1902,306,598,833,0,987,128,10246,125,31.25,1.79672834540091,24.6983105390185,34.271922767498,15.2051488334674,24.0278895146152,44.5972114639814,44.5972114639814,2.08171959721146,5.5286599535244,27.3818745158792,7.53292021688614,16.353601859024,1.66537567776917,11.5580584607133,3.75435773665862,13.8106731027085,42.8533118798605,28.0504156610351,7458,51.1397157414857,48.8602842585143
87,"Sumaré",6893,6893,16354,2774,10844,6241,44504,44601,139,7849,8505,16354,706,607,345,493,289,871,1450,3301,1839,2112,4342,55069703,7989,3367,6949,125,1512,7221,4462,3034,16354,3720,445,824,2399,450,1209,204,0,9253,30,1447,1042,578,0,0,195,507,91,1644,1389,1347,0,2575,10844,7985,1923,935,10844,10246,181,5407,0,923,11452,5512,501,1005,896,0,841,7540,0,44504,16758,19366,36124,8380,44504,3246,1844,15194,10609,2309,2199,3363,73,5053,615,44504,60,21,12,20,9635,41,5966,0,953,11767,5105,798,1377,896,0,744,7320,0,44601,16594,19943,36538,8063,44601,3128,1418,15315,10890,2895,2267,3081,73,4748,785,44601,113,28.25,0.764338999633117,9.24544453956219,44.1543353308059,27.2838449309038,18.552036199095,35.578824375337,35.578824375337,1.12574150638145,2.25822397986698,38.1179219845407,12.3854035592306,16.9422973215891,1.88971777817724,10.1381924911337,4.78170478170478,14.1922465451877,44.3438914027149,26.550079491256,11765.4676258993,52.0056255350373,47.9943744649627
88,"Perdizes",18965,18965,45356,5280,24113,15820,103953,104612,168,20639,24717,45356,1560,1779,1575,1050,993,2100,4146,7989,7908,6651,9605,145167501,7654,3201,6843,1037,5308,18055,12416,8541,45356,9364,1968,3252,3443,2009,6118,2077,0,28231,0,817,142,1700,0,122,534,1490,2264,2446,2623,4083,0,7893,24113,18031,4477,1605,24113,6873,1711,14409,0,1787,28293,9497,2136,4816,2760,553,338,30782,0,103953,24779,48055,72834,31119,103953,4560,6208,42042,22854,4711,5718,6472,0,8995,2394,103953,68,23,10,31,6116,1711,15715,0,1378,28539,9674,2270,3854,2760,415,338,31841,0,104612,24920,47513,72433,32179,104612,4313,5437,42657,21899,4423,6040,7972,0,9111,2760,104612,132,33,2.28635682158921,11.7029720433901,39.8073022312373,27.3745480201076,18.8310256636388,22.1186497744173,22.1186497744173,2.05477475397535,4.63286292843881,36.3529672063336,9.66783065423797,29.6114590247516,0.325146941406212,10.8342887379839,4.50436546432666,13.7710556486463,49.7133786048152,21.1769115442279,26997.619047619,54.4955463444748,45.5044536555252
89,"Vila Anglo Brasileira",5505,5505,13993,660,5442,5443,20619,20846,79,7066,6927,13993,387,810,503,139,311,509,1414,2131,2245,2403,3142,40201894,7303,2873,5224,148,3599,4631,2724,2890,13993,2664,433,1036,2419,382,1239,197,0,8369,0,430,352,392,0,0,0,0,670,339,292,1377,0,1590,5442,2698,1661,1084,5442,3300,670,4000,0,403,5561,1536,105,1090,300,0,1015,2577,62,20619,8374,8653,17026,3593,20619,1150,1128,7713,4718,975,1585,672,124,2392,161,20619,65,23,12,16,2797,794,3996,0,563,5513,1519,489,795,575,0,616,3079,109,20846,8151,9000,17151,3695,20846,967,926,7839,3650,677,1981,1135,0,2790,881,20846,116,29,1.05767169298935,25.7200028585721,33.0951189880655,19.4668762952905,20.6531837347245,38.6536689461177,38.6536689461177,0.509239051360396,5.28638634269363,34.4197099762355,7.4494398370435,12.4981812891023,4.92264416315049,12.1489316086615,3.21589366111627,13.7425855785035,48.4456513971271,22.4540841849496,17712.6582278481,49.5033230901165,50.4966769098835
90,"Pompéia",5667,5667,13232,2745,9741,5543,45063,45059,60,6077,7155,13232,420,243,721,356,378,706,1028,2209,2476,1587,3108,56718677,10009,4286,8000,67,1631,2537,2851,6146,13232,2316,285,438,2358,949,941,315,0,7602,0,234,560,812,0,221,0,553,939,1354,881,990,0,3196,9741,7730,284,1727,9741,4117,1823,4974,0,338,12252,5174,1271,2328,2088,0,1292,9283,123,45063,11252,23236,34488,10575,45063,1678,2476,14798,8066,3040,2399,6927,0,3968,1711,45063,70,23,10,21,4038,1747,5333,0,313,12120,4632,2291,2395,2088,0,1292,8688,123,45059,11431,23648,35079,9980,45059,1792,1998,14043,8740,2951,2593,7011,0,4522,1409,45059,124,31,0.506348246674728,12.3261789600967,19.1732164449819,21.5462515114873,46.4480048367594,24.2194261367419,24.2194261367419,2.82049575039389,5.16610079222422,38.670306016022,11.4817033930275,20.6000488205401,2.86709717506602,10.459492140266,5.54715840386941,13.1045949214027,47.4002418379686,23.4885126964933,22053.3333333333,54.0734582829504,45.9265417170496
91,"Santa Marina",677,677,2350,18915,24396,351,61475,62315,295,1106,1244,2350,135,64,28,165,80,104,223,492,175,360,524,2404840,3552,1023,2200,955,728,343,226,98,2350,566,55,9,271,27,0,48,0,977,0,25,4334,4102,1100,122,1196,1205,937,0,926,251,1377,8820,24396,24064,227,105,24396,11149,6657,24206,660,195,6639,2548,62,748,3082,537,77,4916,0,61475,42867,13615,56482,4993,61475,5081,5164,17304,22463,2397,234,2063,809,3358,2602,61475,73,36,10,18,11389,9925,21903,660,187,6639,1681,93,747,3082,1007,77,4925,0,62315,44065,13249,57314,5001,62315,6024,6706,19881,22202,3151,148,760,809,1184,1451,62315,137,34.25,40.6382978723404,30.9787234042553,14.5957446808511,9.61702127659574,4.17021276595745,68.3399755998373,68.3399755998373,0.100854005693371,1.21675477836519,14.944286295242,5.01830012200081,7.99674664497763,0.125254168361122,9.65957446808511,10.4255319148936,13.9148936170213,43.7021276595745,22.2978723404255,796.610169491525,52.936170212766,47.063829787234
92,"Barra Funda",107,107,324,1078,12925,77,31517,30813,118,124,200,324,21,5,14,14,4,36,16,30,23,65,96,540642,5053,1669,4689,8,85,160,57,14,324,40,9,8,78,4,8,5,8,159,0,27,1678,759,970,0,59,11,13,2079,87,2449,1083,3710,12925,12074,55,795,12925,7427,3480,2227,0,189,6064,2785,6,322,313,0,6,8692,6,31517,13323,9496,22819,8698,31517,2274,993,17606,1880,29,593,645,108,3945,3444,31517,76,48,9,15,6906,3891,3660,0,189,5860,1644,10,65,313,0,6,8264,4,30813,14646,7897,22543,8270,30813,2285,998,19350,798,34,160,632,108,2819,3629,30813,148,37,2.46913580246914,26.2345679012346,49.3827160493827,17.5925925925926,4.32098765432099,41.6727480407399,41.6727480407399,0.0190373449249611,1.02167084430625,28.0769108734968,8.83650093600279,27.578767014627,0.0190373449249611,12.3456790123457,5.55555555555556,16.0493827160494,36.4197530864198,29.6296296296296,274.576271186441,61.7283950617284,38.2716049382716
93,"Francisco Matarazzo",3844,3844,9032,56838,30495,2946,119917,118685,105,3895,5137,9032,247,334,406,518,282,494,788,1403,947,1114,2499,24737342,6435,2739,4908,293,2021,3694,1466,1558,9032,1354,352,804,828,18,541,345,0,4242,0,1208,1544,2440,114,2149,3193,762,1143,701,2456,3475,2430,8881,30495,29423,214,858,30495,32282,28467,24014,0,1205,13295,3200,357,1719,1248,173,368,13343,246,119917,85968,20237,106206,13711,119917,3916,4552,37704,55230,2882,2496,2850,362,6799,3125,119917,77,30,11,14,33422,26252,26044,0,1364,12312,2622,541,1381,1248,0,165,13089,246,118685,87082,18349,105431,13253,118685,3640,3200,36444,58915,2882,1935,2863,362,5634,2808,118685,132,33,3.24402125775022,22.3759964570416,40.8990256864482,16.2311780336581,17.2497785651019,70.6847236004903,70.6847236004903,0.297705913256669,1.43349149828631,13.755347448652,2.81277883869677,11.1268627467332,0.306878924589508,10.9278122232064,8.85739592559787,14.1939769707706,38.3525243578388,27.6682905225864,8601.90476190476,56.8755535872454,43.1244464127547
94,"Água Branca",1660,1660,3993,4180,19561,1300,53823,53673,71,1693,2300,3993,257,54,54,300,148,106,437,798,488,511,840,11198136,6746,2804,5224,109,817,1826,410,830,3993,683,85,116,697,163,400,134,0,2278,0,524,469,4451,0,690,279,321,2706,1594,310,3049,892,4276,19561,18563,310,688,19561,8286,3462,11687,0,805,9187,4189,642,1494,994,0,213,12863,0,53823,24240,16506,40747,13076,53823,1280,3406,23812,9841,2566,1015,5316,0,2637,3949,53823,84,28,11,30,8785,2884,11997,0,805,9234,3902,638,1678,994,0,0,12756,0,53673,24471,16446,40917,12756,53673,932,3937,24094,8031,2716,1045,4998,0,2975,4947,53673,153,38.25,2.7297771099424,20.4608064112196,45.7300275482094,10.2679689456549,20.786376158277,43.5408654292774,43.5408654292774,1.19279861769132,2.77576500752466,24.8518291436746,7.78291808334727,23.8987050145848,0.395741597458336,9.14099674430253,11.2196343601302,13.5987978963186,45.0037565740045,21.0368144252442,5623.94366197183,57.6008014024543,42.3991985975457
95,"Vila Beatriz",6941,6941,17657,3871,9649,7406,42510,42411,184,8867,8790,17657,714,265,529,662,337,1325,1256,1941,2941,2481,5208,51525371,7423,2918,5820,0,3996,6904,3091,3666,17657,3725,426,860,2296,606,1490,180,0,9582,0,455,134,596,0,90,0,964,269,580,758,1387,0,4414,9649,6948,1056,1645,9649,4545,0,6260,0,1089,13188,5832,326,1048,1260,0,295,8668,0,42510,11893,21653,33547,8963,42510,1851,1163,18266,13715,1306,1809,1745,0,2029,626,42510,59,20,10,15,4571,125,6176,0,1462,13153,5303,239,397,1260,0,295,9428,0,42411,12335,20352,32688,9724,42411,1317,1163,18054,15471,1305,1386,1559,0,1909,247,42411,104,26,0,22.6312510619018,39.1006399728153,17.5058050631478,20.7623039021351,25.4175488120442,25.4175488120442,0.766878381557281,2.46530228181604,44.742413549753,13.7191249117855,20.3904963537991,0.693954363679134,8.54052217250949,5.65781276547545,14.617432179872,41.7001755677635,29.495384266863,9596.19565217391,49.7819561646939,50.2180438353061
96,"Alto de Pinheiros",2370,2370,7211,3765,11979,3355,33927,33761,253,3734,3477,7211,292,0,444,150,219,278,694,473,703,1170,2787,28016974,11822,3885,8493,23,598,1365,1494,3730,7211,1471,58,437,737,520,672,0,0,3895,0,1828,0,790,0,238,63,19,334,568,865,2135,950,4190,11979,11093,590,295,11979,2122,3622,6059,0,900,11394,4541,256,633,220,0,505,3674,0,33927,12704,17045,29749,4179,33927,2298,1165,12496,10296,1323,1648,1905,0,1658,1139,33927,70,21,13,26,1878,3624,5965,0,862,11394,4493,189,743,220,45,505,3842,0,33761,12329,17085,29414,4347,33761,2298,1151,15133,9219,1157,1135,1007,0,1910,750,33761,130,32.5,0.318957148800444,8.29288586881154,18.9294133962002,20.7183469699071,51.7265289141589,34.7894007722463,34.7894007722463,0.754561263890117,1.8657706251658,46.9684911722227,13.3846199192384,10.829133138798,1.48848999322074,10.2066287616142,5.11718208292886,13.4794064623492,32.5336291776453,38.6492858133407,2850.1976284585,48.218000277354,51.781999722646
97,"Boaçava",6266,6266,16610,1638,13939,7688,43776,43380,314,7431,9179,16610,597,180,388,875,441,832,1471,1929,2467,3049,4379,55064339,8788,3315,7223,0,2123,6387,2150,5950,16610,2987,195,643,1816,353,1296,647,228,8164,0,188,227,2612,0,151,717,403,1469,859,616,2573,94,4029,13939,11510,1678,750,13939,5182,2284,7113,0,670,13935,3191,696,3268,339,0,604,6494,0,43776,15249,21430,36679,7097,43776,978,3137,17793,6949,1579,5414,4173,0,2402,1351,43776,82,25,11,52,5194,2284,6344,0,446,13714,3690,731,3540,339,0,604,6494,0,43380,14269,22014,36283,7097,43380,934,2496,18521,6657,1559,5406,4106,0,2068,1635,43380,170,42.5,0,12.7814569536424,38.4527393136665,12.9440096327514,35.8217940999398,33.3036366959064,33.3036366959064,1.58991228070175,7.46527777777778,39.1218932748538,7.28938230994152,14.8346125730994,1.3797514619883,7.01384708007225,7.92293798916316,13.8651414810355,44.8223961468995,26.3636363636364,5289.80891719745,55.2618904274533,44.7381095725467
98,"Vila Anastácio",910,910,2452,839,8500,568,15802,15872,165,914,1538,2452,85,114,75,75,113,178,105,436,356,259,655,4034066,4433,1645,3000,503,692,808,261,189,2452,666,25,47,262,12,59,20,0,1091,0,102,2454,719,1714,0,385,0,748,6,437,621,538,776,8500,8394,12,94,8500,1770,1483,5398,0,332,2927,1242,76,161,108,9,843,1453,0,15802,8983,4523,13506,2297,15802,3247,1440,5466,2473,1477,357,770,12,369,191,15802,68,41,15,20,1421,1912,5267,0,179,2927,1410,76,159,108,116,843,1453,0,15872,8779,4796,13576,2297,15872,3689,1611,5397,1972,1477,300,907,12,250,258,15872,144,36,20.5138662316476,28.2218597063622,32.952691680261,10.6443719412724,7.70799347471452,54.7462346538413,54.7462346538413,0.480951778255917,1.01885837235793,26.3827363624858,7.91671940260727,9.19503860270852,5.3347677509176,11.1745513866232,7.66721044045677,11.5415986949429,42.862969004894,26.7128874388255,1486.06060606061,62.7243066884176,37.2756933115824
