"zona","nomeZona","domicilios","familias","populacao","matriEscolar","empregos","autoParticular","viagProduz","viagAtraid","areaZona","popMasc","popFem","popTotal","popIdd_0.3","popIdd_4.6","popIdd_7.10","popIdd_11.14","popIdd_15.17","popIdd_18.22","popIdd_23.29","popIdd_30.39","popIdd_40.49","popIdd_50.59","popIdd_60.mais","renTotalZona","renMedFam","renPerCap","renMedianFam","rendF1","rendF2","rendF3","rendF4","rendF5","rendTotal","res_assCom","res_assSem","res_funPublico","res_autonomo","res_empregador","res_profLiberal","res_negFamiliar","res_trabFamiliar","res_total","emp_agro","emp_constCivil","emp_indus","emp_comercio","emp_transCarg","emp_transPass","emp_financeiro","emp_servPessoais","emp_alimenta","emp_saude","emp_educa","emp_especializ","emp_admPubli","emp_outros","emp_total","emp_foraRes","emp_dentrRes","emp_semEnd","emp_total.1","vp_metro","vp_trem","vp_bus","vp_fretado","vp_escolar","vp_dirigindoAuto","vp_passAuto","vp_taxiCom","vp_taxiNCom","vp_dirigindoMoto","vp_passMoto","vp_bike","vp_pe","vp_outros","vp_total","vt_coletivo","vt_individual","vt_motorizado","vt_naoMotorizado","vt_total","mo_traIndus","mo_trabCome","mo_trabServ","mo_educacao","mo_compras","mo_saude","mo_lazer","mo_procEmp","mo_assunPesso","mo_refeicao","mo_total","tmv_coletivo","tmv_individual","tmv_pe","tmv_bike","vtra_metro","vtra_trem","vtra_bus","vtra_fretado","vtra_escolar","vtra_dirigAuto","vtra_passAuto","vtra_taxiCon","vtra_taxiNCon","vtra_dirigMoto","vtra_passMoto","vtra_bike","vtra_pe","vtra_outros","vtra_total","vtra_coletivo","vtra_individual","vtra_motorizado","vtra_naoMotorizado","vtra_total.1","vtra_trabIndus","vtra_trabCome","vtra_trabServ","vtra_educacao","vtra_compras","vtra_saude","vtra_lazer","vtra_procEmpr","vtra_assunPesso","vtra_refeicao","vtra_total.2","tmv_somaTotalModal","tmv_mediaTotalModal","tax_rendF1","tax_rendF2","tax_rendF3","tax_rendF4","tax_rendF5","tax_vp_coletivoPub","tax_vp_coletivoPri","tax_vp_taxiCom","tax_vp_taxiNCom","tax_vp_auto","tax_vp_moto","tax_vp_pe","tax_vp_bike","tax_crianças","tax_adolecentes","tax_jovens","tax_adultos","tax_idosos","tax_popArea","tax_genFem","tax_genMas"
293,"Grajaú",27744,28086,86031,20206,27179,16369,146103,145393,541,39607,46424,86031,5194,4196,4646,5817,3929,7824,11214,11415,10309,10907,10579,79095303,2816,919,2202,27503,42983,9711,1915,3919,86031,17526,1164,206,6184,606,0,885,0,26570,0,885,1800,2934,0,812,0,606,279,147,2626,0,0,558,10647,20753,3066,3361,27179,7469,9837,37005,0,14922,7447,10371,295,0,3467,0,1710,51062,2516,146103,69233,24097,93330,52773,146103,2890,12059,43301,55050,3083,9653,8448,1352,9030,1236,146103,61,30,16,30,8040,10029,33485,0,14922,8596,10138,295,2498,3467,0,1710,49696,2516,145393,66476,27511,93987,51406,145393,2762,12168,37679,55645,4425,9625,10908,1352,9268,1561,145393,137,34.25,31.9687089537492,49.9622229196452,11.287791610001,2.22594181167254,4.55533470493194,37.1730902171756,37.1730902171756,0.201912349506855,0,12.195505910214,7.09841687029014,34.9493165780306,1.17040717849736,16.3150492264416,11.3284746196139,22.1292324859644,37.9293510478781,12.2967302483988,15902.2181146026,53.9619439504365,46.0380560495635
294,"Cocaia",35333,35333,113477,27666,15060,8700,170092,170081,1093,52155,61322,113477,5969,5621,6116,8482,4932,11871,13491,10970,23809,11126,11090,81756371,2314,720,2202,27737,81284,4456,0,0,113477,22746,2381,1620,11929,0,766,2573,0,42016,0,638,0,9602,0,4199,0,2689,265,2228,2849,1597,0,3114,27179,8895,4388,1776,15060,6875,16259,33484,1860,14315,7816,1346,0,0,1939,0,0,84813,1386,170092,72792,12487,85279,84813,170092,3709,16943,37814,93115,7696,2589,6118,542,1567,0,170092,64,47,18,0,6903,15271,35253,930,13622,7816,1346,0,0,1939,802,0,84813,1386,170081,71979,13289,85268,84813,170081,3706,16354,38128,92924,7696,2192,7139,542,1402,0,170081,129,32.25,24.4428386369044,71.6303744371106,3.926786925985,0,0,33.2866919079087,33.2866919079087,0,0,5.38649671942243,0.791336453213555,49.863015309362,0,15.6031618742124,11.8208976268319,22.349903504675,40.4531314715757,9.77290552270504,10382.1591948765,54.0391444962415,45.9608555037585
295,"Belmira Marin",35636,36044,114180,26972,19585,22070,169462,169379,1237,55436,58744,114180,6705,5209,6613,7823,5513,11081,13888,17675,17640,13768,8265,103827502,2881,909,2700,30378,56297,25656,1850,0,114180,35223,1425,0,8602,0,0,0,0,45249,0,95,412,4419,0,478,0,412,718,961,1743,74,0,5748,15060,5738,7326,6520,19585,6361,10215,43374,0,13320,17229,13455,0,555,5058,823,1778,57294,0,169462,73271,37120,110390,59072,169462,5451,9549,37647,77279,10656,4687,17102,895,6197,0,169462,65,29,14,5,5283,10898,45543,0,13320,17229,12900,0,0,5058,823,1778,56546,0,169379,75044,36010,111054,58324,169379,5451,9459,34095,80528,11087,5476,16946,895,5442,0,169379,113,28.25,26.6053599579611,49.3054825713785,22.4697845507094,1.62024873007532,0,35.3766626146275,35.3766626146275,0,0.327507051728411,18.1067141896118,8.42548771996082,33.8093495886984,1.04920277112273,16.2261341741111,11.6798038185321,21.8681029952706,42.9873883342091,7.23857067787704,9230.3961196443,51.4485899456998,48.5514100543002
296,"Bororé",1285,1285,4148,2107,1597,254,9045,8973,5993,1998,2150,4148,231,155,208,364,316,576,215,478,900,326,379,2629462,2046,634,1872,2061,2087,0,0,0,4148,27945,1757,1107,17007,0,0,1107,0,48923,0,2249,1597,3960,77,602,0,2864,1201,0,2334,0,0,4701,19585,1034,381,182,1597,219,37,2398,0,2355,1872,893,0,0,142,0,742,386,0,9045,5010,2908,7917,1128,9045,743,98,1436,3712,304,72,2647,0,33,0,9045,60,34,12,20,219,37,1503,0,2355,1872,893,0,0,142,0,742,1209,0,8973,4114,2908,7022,1951,8973,758,66,1453,3640,304,72,2647,0,33,0,8973,126,31.5,49.6865959498554,50.3134040501446,0,0,0,29.3421779988944,29.3421779988944,0,0,30.5693753454947,9.87285793255943,4.26755113322278,8.20342730790492,14.3201542912247,16.3934426229508,19.069431051109,41.0800385728062,9.13693346190935,69.2140830969464,51.8322082931533,48.1677917068467
297,"Jaceguava",951,951,2907,357,798,1150,4098,4333,3513,1376,1531,2907,196,91,239,171,190,349,260,317,408,374,311,4401336,4628,1514,3000,479,1003,972,100,353,2907,704,0,0,590,0,0,0,0,1295,131,823,0,111,0,0,0,112,0,27,239,0,0,154,1597,522,34,243,798,25,240,1066,308,386,1040,366,0,0,0,0,130,536,0,4098,2025,1406,3432,667,4098,485,344,1155,1642,274,48,53,34,62,0,4098,77,29,12,20,25,109,1182,308,316,1290,436,0,0,0,0,130,536,0,4333,1940,1727,3666,667,4333,485,626,991,1246,374,123,363,34,91,0,4333,138,34.5,16.4774681802546,34.5029239766082,33.4365325077399,3.43997248022016,12.1431028551772,32.4792581747194,32.4792581747194,0,0,34.3094192288921,8.9311859443631,13.079551000488,3.17227916056613,18.094255245958,12.4183006535948,20.9494324045408,37.8052975576195,10.6983144134847,82.7497865072587,52.6659786721706,47.3340213278294
298,"Parelheiros",44913,45387,145648,42621,27668,16043,220424,220190,11667,67684,77964,145648,8989,7169,7272,11520,10067,9902,20069,23496,18801,13458,14905,105964135,2335,728,2086,55315,70909,14680,4744,0,145648,609,40,50,277,115,66,101,0,1256,40,67,194,282,9,0,0,0,85,0,51,22,0,50,798,15447,3570,8651,27668,4233,13654,49384,565,26289,15721,14578,146,1072,2499,551,2073,89038,623,220424,94125,35188,129313,91111,220424,6532,18642,52590,105141,6745,13729,6748,907,9293,94,220424,70,32,14,25,3932,14332,49508,565,26289,16496,13897,0,939,2197,301,2073,89038,623,220190,94626,34453,129079,91111,220190,7083,18525,48833,108305,7056,13551,5885,907,9951,94,220190,141,35.25,37.9785510271339,48.6851862023509,10.0790948039108,3.25716796660442,0,30.5189090117229,30.5189090117229,0.0662359815628062,0.486335426269372,13.7457808587087,6.86359017166915,40.3939679889667,0.94046020397053,16.0867296495661,14.8213501043612,20.5776941667582,38.2806492365154,10.2335768427991,1248.37576069255,53.5290563550478,46.4709436449522
299,"Marsilac",2621,2621,8363,882,2186,1672,10429,10131,20796,3938,4425,8363,526,401,426,355,708,562,1106,1014,936,546,1785,6803581,2596,814,2000,3060,3581,1133,589,0,8363,37137,2237,486,13843,221,0,3511,680,58116,471,5220,507,5831,244,0,0,1057,3873,2279,2155,28,90,5915,27668,1626,0,560,2186,474,326,4141,0,884,1583,398,0,0,193,0,0,2431,0,10429,5825,2173,7998,2431,10429,817,1635,1903,3616,0,979,686,0,793,0,10429,91,38,7,0,386,326,3548,0,884,1583,398,146,132,193,104,0,2431,0,10131,5144,2556,7700,2431,10131,817,1635,1789,3582,371,1013,387,0,536,0,10131,136,34,36.5897405237355,42.8195623580055,13.5477699390171,7.0429271792419,0,47.3775050340397,47.3775050340397,0,0,18.9951097900086,3.81628152267715,23.3100009588647,0,16.1784048786321,12.7107497309578,19.944995814899,29.8457491330862,21.3440153055124,40.2144643200616,52.911634580892,47.088365419108
300,"Granja Julieta",13227,13439,34905,35867,101042,14757,268798,270427,617,15297,19608,34905,1024,948,1273,1749,611,2106,3219,4786,5834,4734,8620,114325555,8507,3275,6143,556,5114,14894,7416,6924,34905,2036,326,78,964,0,0,349,0,3753,0,326,69,541,0,78,0,0,0,28,766,0,221,156,2186,98525,1504,1014,101042,27511,20394,55861,842,3968,67670,20232,1842,2265,5192,458,1290,60739,533,268798,108576,98192,206768,62030,268798,14855,20169,110679,53966,15883,6226,10698,1893,16317,18112,268798,71,31,12,25,25251,24281,53876,842,3750,68360,22181,1762,2057,5821,708,1488,59517,533,270427,108000,101421,209421,61006,270427,13759,23066,118077,49347,15212,6213,9974,2003,14591,18184,270427,139,34.75,1.59289500071623,14.6511961037101,42.6701045695459,21.2462397937258,19.8366996132359,38.6037098490316,38.6037098490316,0.68527295589997,0.842640198215761,32.7018802223231,7.69722989010335,22.5965222955528,0.479914285076526,9.29666236928807,6.76120899584587,15.2556940266437,43.9879673399226,24.6956023492336,5657.21231766613,56.1753330468414,43.8246669531586
301,"Chácara Flora",4266,4266,12483,4648,18234,6048,50386,49919,452,6091,6392,12483,610,181,633,362,351,670,1103,1042,1598,2293,3639,41141272,9644,3296,7423,338,656,5115,2835,3539,12483,11064,1240,0,2687,2518,1007,1705,0,20221,0,2363,7555,14620,1005,2627,6144,2746,4848,4307,5206,19851,817,28954,101042,15822,1125,1287,18234,4129,364,14578,0,2470,14830,6738,458,1615,695,0,79,4431,0,50386,21541,24335,45876,4510,50386,991,4044,21358,8742,1216,6993,3323,0,2824,895,50386,70,28,11,30,3857,364,15094,0,1880,14364,7098,79,1979,695,0,79,4431,0,49919,21194,24215,45409,4510,49919,1083,4238,20707,9178,1216,6221,3332,0,2871,1074,49919,139,34.75,2.70768244812946,5.25514699991989,40.9757269887046,22.7108868060562,28.3505567571898,37.8497995474934,37.8497995474934,0.908982653911801,3.20525542809511,42.805541221768,13.3727622752352,8.79410947485413,0.156789584408367,11.4075142193383,5.7117680044861,14.2033165104542,39.5177441320195,29.1516462388849,2761.72566371681,51.2056396699511,48.7943603300489
302,"Santo Amaro",5985,5985,16387,19234,29702,6176,119538,120132,257,7613,8774,16387,801,136,636,772,684,976,1127,2080,1910,3671,3594,53180250,8886,3245,8047,582,2996,3959,6017,2832,16387,2330,319,324,1907,185,921,254,0,6241,69,297,360,2054,417,160,866,464,547,1037,555,3483,0,7925,18234,27632,895,1174,29702,16986,2456,47155,749,2031,22536,8533,515,389,1423,87,362,16315,0,119538,69378,33482,102860,16677,119538,2462,11574,31950,27894,15597,12557,5440,544,9287,2233,119538,67,34,11,50,15751,1435,46773,749,2185,22435,9790,515,338,1423,87,362,18289,0,120132,66893,34587,101481,18651,120132,2335,11789,32018,26691,14242,16408,4176,325,10208,1941,120132,162,40.5,3.55159577714042,18.2827851345579,24.1593946420943,36.7181302251785,17.2819918227864,55.7119911659891,55.7119911659891,0.430825344241998,0.325419531864344,25.9908982917566,7.21109605313791,13.6483795947732,0.302832572069133,9.59907243546714,8.88509184109355,12.8333435039971,46.7504729358638,21.9320192835784,6376.26459143969,53.5424421797766,46.4575578202234
303,"Vila Miranda",3681,3681,10325,50942,28697,2825,131372,131886,271,5258,5067,10325,454,103,526,394,341,839,575,1237,1284,1891,2679,17215679,4677,1667,4000,357,4192,4548,896,331,10325,3522,351,449,1226,506,1109,871,0,8035,0,610,691,8026,0,128,886,266,837,3035,833,3147,1780,9462,29702,27701,634,362,28697,13882,7890,59190,57,2463,18393,4762,258,483,5816,1753,265,15516,644,131372,83482,32109,115591,15781,131372,4427,8416,36041,54267,6193,3576,3936,768,11340,2409,131372,62,34,12,31,16616,7720,59101,821,2463,18583,5124,189,402,5896,550,265,13511,644,131886,86721,31389,118110,13776,131886,5879,6187,33378,57436,7269,3479,2099,768,11450,3941,131886,139,34.75,3.45762711864407,40.6004842615012,44.0484261501211,8.67796610169492,3.20581113801453,61.62804859483,61.62804859483,0.196388880431142,0.367658252900161,17.6255214200895,4.95919982949182,11.8107359254636,0.201717260907956,10.4891041162228,7.11864406779661,13.6949152542373,42.7312348668281,25.9467312348668,3809.963099631,49.0750605326877,50.9249394673123
304,"Jardim São Luís",26276,26276,78638,23331,34830,14886,162940,164567,408,37412,41226,78638,5093,2315,5722,3522,3653,5606,10082,14904,8643,10806,8292,77522070,2950,986,2884,12989,53502,8687,3460,0,78638,2203,521,282,1448,93,191,481,47,5266,0,482,1933,5389,384,992,1225,327,3654,1161,698,2641,886,8926,28697,28181,2133,4516,34830,9080,1582,43184,0,7709,23409,5806,0,1071,4624,1430,848,64197,0,162940,61555,36341,97895,65045,162940,5222,9510,59213,66288,3294,3433,7208,270,7840,662,162940,55,28,12,50,11901,459,42330,0,8039,23426,5540,0,1202,4664,1028,848,64607,523,164567,62729,36383,99112,65455,164567,4103,9919,57794,69726,3163,3710,7644,270,7576,662,164567,145,36.25,16.5174597522826,68.0358096594522,11.0468221470536,4.39990844121163,0,33.0465201914815,33.0465201914815,0,0.657297164600466,17.9299128513563,4.44089849024181,39.3991653369338,0.520436970664048,16.6967623795112,9.12408759124088,19.9496426663954,43.6849869020067,10.5445204608459,19274.0196078431,52.4250362420204,47.5749637579796
305,"Centro Empresarial",42922,44026,127291,30107,26283,20784,207592,206277,675,55362,71929,127291,7428,7006,5709,6811,7146,10708,13454,21079,18692,13720,15538,124999876,2839,982,2589,19045,82568,25354,325,0,127291,23053,1625,1008,10121,0,897,838,1148,38691,0,1610,2161,4822,164,1017,1047,1298,3477,3195,1496,4571,297,9676,34830,15498,3993,6791,26283,5027,3176,67775,0,6756,20411,7147,0,3224,4045,990,0,89040,0,207592,82734,35818,118552,89040,207592,8879,23874,55224,83571,7887,9639,2729,1854,12388,1547,207592,65,32,11,0,5327,2473,69375,0,7493,20712,4769,0,2091,4045,990,0,89002,0,206277,84668,32608,117276,89002,206277,8061,23261,52624,86131,9238,8974,2729,2059,11697,1503,206277,108,27,14.96178048723,64.8655443039964,19.9181403241392,0.255320486130206,0,36.5996762881036,36.5996762881036,0,1.55304636016802,13.2750780376893,3.91970788855062,42.8918262746156,0,15.8243709296022,10.9646400766747,18.9817033411632,42.0226096110487,12.2066760415112,18857.9259259259,56.5075299903371,43.4924700096629
306,"Guarapiranga",27655,28410,82209,12492,19288,8033,100713,100781,1513,37352,44857,82209,6197,1188,2322,7700,2052,7433,10734,12565,11928,9794,10295,74519265,2623,906,2500,18820,48909,14480,0,0,82209,37334,4323,689,13678,0,332,3172,658,60185,0,2737,750,8171,0,1056,242,2041,1816,522,1170,2920,31,4828,26283,10355,6336,2597,19288,3818,704,29314,0,8016,6058,1430,0,1229,2883,481,0,46699,81,100713,41852,12162,54014,46699,100713,6964,9244,31574,41498,3760,2769,2196,0,2709,0,100713,56,44,9,0,3531,704,30149,0,8016,6058,1511,0,1229,2883,0,0,46699,0,100781,42400,11681,54081,46699,100781,6964,9943,30519,39658,3760,2688,4540,0,2709,0,100781,109,27.25,22.8928706102738,59.493486114659,17.6136432750672,0,0,33.5964572597381,33.5964572597381,0,1.22029926623177,7.43498853176849,1.89747103154508,46.3683933553762,0,11.8077096181683,11.8624481504458,22.098553686336,41.7071123599606,12.5229597732608,5433.50958360872,54.5645853860283,45.4354146139717
307,"Jardim Capela",32819,32819,104416,19846,24146,20550,146468,145935,2022,49041,55375,104416,8592,1839,7064,7400,5197,11235,11280,14796,17743,9889,9381,95524370,2911,915,2453,22366,56023,23952,2075,0,104416,21418,2015,2508,11072,0,372,488,428,38300,0,3334,2179,2931,0,0,0,0,4440,1948,1821,744,0,1891,19288,13194,1848,9104,24146,7202,1075,49532,0,15748,13476,4771,0,277,4268,0,0,50118,0,146468,73558,22793,96350,50118,146468,7828,12289,41759,59092,6267,8485,2069,1541,6684,454,146468,76,30,9,0,6878,708,48967,0,15748,13476,5209,0,277,4268,0,0,50118,287,145935,72300,23517,95817,50118,145935,7828,13182,41387,56253,5943,8485,2069,1541,8793,454,145935,115,28.75,21.4200888752682,53.65365461232,22.939013178057,1.98724333435489,0,39.4686894065598,39.4686894065598,0,0.189119807739575,12.4580113062239,3.257366796843,34.2177130840866,0,16.755095004597,12.0642430278884,21.5627873122893,40.6336193686791,8.98425528654612,5163.99604352127,53.0330600674226,46.9669399325774
308,"Riviera",13756,13756,41879,16545,8285,1694,60820,61416,799,22101,19778,41879,2835,846,3034,3269,1811,3942,5362,6048,5155,5849,3727,27755794,2018,663,1900,19759,19429,2691,0,0,41879,26837,3028,263,13927,0,627,4090,0,48772,0,4269,589,4150,0,725,0,687,1055,890,3173,263,0,8343,24146,5769,178,2338,8285,921,498,14926,0,7067,4092,947,0,0,217,0,0,32151,0,60820,23412,5257,28669,32151,60820,2373,3238,18128,32757,330,465,2827,0,703,0,60820,57,27,10,0,921,249,17629,0,6568,4092,819,0,425,217,0,0,30496,0,61416,25367,5554,30921,30496,61416,2373,3238,18110,35947,330,465,425,0,529,0,61416,94,23.5,47.1811647842594,46.3931803529215,6.42565486281907,0,0,26.8743834265044,26.8743834265044,0,0,8.28510358434725,1.55705360078921,52.8625452153897,0,16.0342892619212,12.1301845793835,22.2163853005086,40.7173046156785,8.89944841089806,5241.42678347935,47.2265335848516,52.7734664151484
309,"Jardim Turquesa",21403,21551,65732,11781,12417,10542,78440,78526,283,31730,34002,65732,3842,2611,4794,4425,3801,5106,8538,12098,8218,7033,5265,57210531,2655,870,2453,22295,27383,14477,1578,0,65732,5862,833,813,2675,0,0,2122,0,12304,0,1485,337,1466,19,0,0,635,793,0,1983,0,0,1567,8285,4796,2348,5273,12417,3420,586,28060,0,9610,6494,3372,0,855,1396,0,829,23730,87,78440,41677,12205,53881,24559,78440,2402,5197,21031,32536,3630,5801,3294,162,4386,0,78440,68,30,15,15,3883,387,29586,0,8271,6494,3029,0,855,1396,0,829,23708,87,78526,42128,11862,53989,24536,78526,2374,4586,20245,32159,4057,5801,4832,162,4308,0,78526,128,32,33.9180307916996,41.6585529118238,22.0242804113674,2.40065721414227,0,40.8796532381438,40.8796532381438,0,1.09000509943906,12.577766445691,4.29882712901581,30.2524222335543,1.05685874553799,17.1103876346376,12.5144526258139,20.7570133268423,41.6068277247003,8.0097973589728,23226.8551236749,51.7282297815372,48.2717702184628
310,"Morro do Índio",9523,9523,28295,4385,8290,2459,28733,29144,115,12084,16211,28295,1692,2100,1182,1772,1789,2379,3342,4326,3408,3180,3126,20810861,2185,735,2000,10694,13274,4327,0,0,28295,16607,951,377,10557,143,0,1059,202,29896,0,2218,270,2138,512,0,0,1756,1586,0,454,754,0,2729,12417,5033,1525,1732,8290,599,0,9478,0,2329,3058,2085,0,190,786,0,0,10209,0,28733,12405,6119,18524,10209,28733,564,3033,6881,10644,978,3534,2221,282,597,0,28733,52,24,14,0,518,0,9502,0,2329,3077,2212,0,190,786,0,0,10081,449,29144,12348,6715,19063,10081,29144,564,3033,8033,10151,850,3494,2140,282,597,0,29144,90,22.5,37.7946633680862,46.9128821346528,15.292454497261,0,0,35.0711725194028,35.0711725194028,0,0.661260571468346,17.899279574009,7.2564646921658,35.5305746006334,0,17.5790775755434,12.585262413854,20.2191199858632,38.5721858985686,11.0478883194911,24604.347826087,57.292807916593,42.707192083407
311,"Jardim Ângela",29658,29658,88536,24466,16565,11419,150206,152762,464,39101,49435,88536,6265,2551,5798,6496,5713,7408,10377,10896,14974,11865,6195,70636227,2382,798,2086,29014,52035,7270,217,0,88536,3631,806,0,4729,0,0,911,644,10720,0,341,240,1879,113,599,0,738,457,318,1521,906,0,1178,8290,10129,1167,5269,16565,4156,4273,45285,764,10707,14300,7815,0,615,7255,494,0,54374,167,150206,65185,30647,95832,54374,150206,4551,14243,35947,67484,5255,5756,7685,0,9285,0,150206,59,25,12,0,4094,6675,42508,0,11380,14300,8896,0,293,7255,1258,0,55855,248,152762,64657,32250,96907,55855,152762,4551,12592,34483,66997,5680,5837,12816,0,9762,44,152762,96,24,32.7708502755941,58.7727026294389,8.21134905575133,0.245098039215686,0,35.7602226275914,35.7602226275914,0,0.409437705551043,14.7231135906688,5.53173641532296,36.1996191896462,0,16.5062799313274,13.7898707870245,20.0878738592211,42.6210806903406,6.99715370018975,19081.0344827586,55.8360440950574,44.1639559049426
312,"Capão Redondo",13118,13118,38307,19056,14728,9331,93983,93332,219,17452,20855,38307,2390,1947,2766,1334,1567,3986,4127,6335,5384,5164,3307,50532505,3852,1319,2950,7363,14228,11985,3417,1314,38307,26587,2780,799,9951,0,0,270,0,40387,0,1990,255,2066,74,0,0,0,367,2165,1733,653,0,7261,16565,10714,2713,1301,14728,8100,0,19154,155,7115,14301,12708,0,1191,3898,837,0,26524,0,93983,34525,32934,67459,26524,93983,3461,4495,20660,42890,4521,575,8369,270,8527,216,93983,46,21,12,0,7092,581,20619,155,7115,14322,11392,0,1191,3898,494,0,26473,0,93332,35562,31297,66859,26473,93332,2705,4495,19279,44565,4334,575,8434,270,8460,216,93332,79,19.75,19.2210300989375,37.1420367034746,31.2867100007831,8.92004072362753,3.43018247317723,28.998861496228,28.998861496228,0,1.26725046018961,28.738176053116,14.4121809263377,28.2221252779758,0,18.5423029733469,7.57302842822461,21.178896807372,44.0728848513327,8.63288693972381,17491.7808219178,54.4417469392017,45.5582530607983
313,"Jardim Sônia Ingá",8080,8080,24266,8776,5067,4560,45307,45544,105,10417,13849,24266,1515,702,1137,1991,843,1656,3632,3351,4487,2505,2448,29161128,3609,1202,2733,5697,13297,3245,1372,656,24266,9357,273,895,3228,455,1156,1459,0,16824,0,1100,225,3425,640,126,0,1545,974,769,1240,1275,800,2611,14728,3118,574,1374,5067,1291,516,11213,99,3581,6156,2883,0,0,1442,0,0,17667,459,45307,16700,10940,27640,17667,45307,2089,2486,12530,22590,2695,1062,573,250,1032,0,45307,64,25,12,0,1291,516,11313,99,3581,6156,2883,0,0,1442,0,0,17575,689,45544,16800,11169,27970,17575,45544,2089,2855,12055,23629,2268,832,108,250,1459,0,45544,101,25.25,23.4772933322344,54.7968350778868,13.3726201269266,5.65400148355724,2.70337097172999,28.7372812148233,28.7372812148233,0,0,19.9505595161895,6.36325512613945,38.9939744410356,0,13.8218082914366,11.6788922772604,21.7918074672381,42.6234237204319,10.088189235968,23110.4761904762,57.0716228467815,42.9283771532185
314,"Adventista",34690,34690,105255,34577,27777,12617,186306,186290,545,50874,54381,105255,8253,55,8134,6741,4066,12235,10294,12562,18976,10392,13547,104702375,3018,995,2453,12484,79609,10689,0,2472,105255,7409,791,902,2725,203,0,0,0,12030,0,589,203,1136,0,169,0,203,584,0,1093,0,0,1090,5067,15734,6080,5963,27777,13517,0,56025,0,19928,16989,5365,0,259,3741,0,0,69051,1432,186306,89470,27786,117255,69051,186306,9934,8142,56796,81275,3634,13236,3654,0,9635,0,186306,51,24,13,0,13547,0,54196,0,20270,16750,6936,0,1157,3741,0,0,69462,230,186290,88014,28814,116828,69462,186290,8548,6866,56138,85836,4969,12639,2392,0,8493,409,186290,88,22,11.8607192057384,75.6344116669042,10.1553370386205,0,2.34858201510617,37.3267634966131,37.3267634966131,0,0.139018603802347,11.9985400362844,2.8796710787629,37.0632185758913,0,15.6211106360743,10.2674457270438,21.404208826184,39.8365873355185,12.8706474751793,19312.8440366972,51.6659541114436,48.3340458885564
315,"Parque Fernanda",39699,39864,122442,21275,31102,14758,175072,174827,512,59965,62477,122442,5917,8564,6185,6302,4923,10146,15869,19687,18162,12268,14419,106404053,2669,869,2453,33962,64170,21640,2670,0,122442,31648,639,861,12713,17,401,1394,0,47674,0,691,940,5880,1684,592,0,639,2051,1444,5752,561,0,7542,27777,15418,5139,10545,31102,13828,0,46349,181,11000,14445,4703,0,30,6667,0,773,77096,0,175072,71358,25844,97202,77869,175072,7625,18870,45603,78311,4229,6473,3991,371,8869,731,175072,59,26,12,27,12799,0,44995,528,10899,14123,4446,0,620,6667,330,1532,77888,0,174827,69221,26185,95406,79420,174827,8314,18725,45211,77587,4005,6086,4169,605,9804,321,174827,124,31,27.7372143545515,52.4084872837752,17.6736740660884,2.18062429558485,0,34.3727152257357,34.3727152257357,0,0.0171358069822702,10.937214403217,2.68632334125388,44.03673917017,0.441532626576494,16.8781953904706,9.16760588686888,21.2467944006142,40.9312164126689,11.7761879093775,23914.453125,51.0257918034661,48.9742081965339
316,"Morumbi",5711,5711,15560,5527,13918,7732,47001,47729,271,7103,8457,15560,534,748,837,700,451,1116,1517,1708,2118,2574,3258,47603305,8335,3059,6843,0,1038,8830,3260,2431,15560,32135,2014,894,16208,793,160,2333,1178,55716,0,4683,2126,6211,611,4750,0,2245,926,12,1443,744,494,6858,31102,12939,634,345,13918,4749,1219,6482,72,2943,15013,7190,315,1251,2172,0,1111,4483,0,47001,15466,25942,41407,5594,47001,2238,2823,16825,17447,1198,3044,1107,0,1566,753,47001,72,28,16,29,4728,1568,7221,72,3037,15013,6959,388,1251,2172,0,1111,4208,0,47729,16627,25783,42409,5319,47729,2718,2847,18589,16446,1267,2938,1054,0,1590,279,47729,145,36.25,0,6.67095115681234,56.7480719794344,20.9511568123393,15.6233933161954,26.4887981106785,26.4887981106785,0.670198506414757,2.66164549690432,47.239420437863,15.2975468607051,9.53809493415034,2.36377949405332,13.6182519280206,7.39717223650386,16.9215938303342,41.1311053984576,20.9383033419023,5741.69741697417,54.3508997429306,45.6491002570694
317,"Jóquei Clube",1306,1328,4306,1077,7718,2234,18368,17372,333,2067,2239,4306,211,174,162,233,122,276,455,554,567,653,899,17814976,13415,4137,10900,7,141,885,796,2477,4306,4465,264,217,639,792,1471,328,64,8240,0,147,712,911,255,64,0,101,499,2361,541,1585,356,6386,13918,6869,679,170,7718,1480,2747,3136,0,123,6736,1596,35,456,1256,0,40,762,0,18368,7487,10079,17566,803,18368,766,1005,9803,3210,565,278,707,51,1500,483,18368,106,35,7,30,1445,1569,3303,0,123,6769,1570,35,498,1256,0,40,762,0,17372,6440,10129,16569,803,17372,846,1005,10048,2722,557,291,683,51,1156,12,17372,178,44.5,0.16256386437529,3.27450069670228,20.552717138876,18.4858337203902,57.5243845796563,40.0860191637631,40.0860191637631,0.190548780487805,2.48257839721254,45.3614982578397,8.6890243902439,4.14851916376307,0.217770034843206,12.7032048304691,8.24431026474686,16.9763121226196,41.1983279145378,20.8778448676266,1293.09309309309,51.9972131908964,48.0027868091036
