zona,nomeZona,domicilios,familias,populacao,matriEscolar,empregos,autoParticular,viagProduz,viagAtraid,areaZona,popMasc,popFem,popTotal,renTotalZona,renMedFam,renPerCap,renMedianFam,rendF1,rendF2,rendF3,rendF4,rendF5,rendTotal,res_assCom,res_assSem,res_funPublico,res_autonomo,res_empregador,res_profLiberal,res_negFamiliar,res_trabFamiliar,res_total,emp_agro,emp_constCivil,emp_indus,emp_comercio,emp_transCarg,emp_transPass,emp_financeiro,emp_servPessoais,emp_alimenta,emp_saude,emp_educa,emp_especializ,emp_admPubli,emp_outros,emp_total,emp_foraRes,emp_dentrRes,emp_semEnd,emp_total,vp_metro,vp_trem,vp_bus,vp_fretado,vp_escolar,vp_dirigindoAuto,vp_passAuto,vp_taxiCom,vp_taxiNCom,vp_dirigindoMoto,vp_passMoto,vp_bike,vp_pe,vp_outros,vp_total,vt_coletivo,vt_individual,vt_motorizado,vt_naoMotorizado,vt_total,mo_traIndus,mo_trabCome,mo_trabServ,mo_educacao,mo_compras,mo_saude,mo_lazer,mo_procEmp,mo_assunPesso,mo_refeicao,mo_total,tmv_coletivo,tmv_individual,tmv_pe,tmv_bike,vtra_metro,vtra_trem,vtra_bus,vtra_fretado,vtra_escolar,vtra_dirigAuto,vtra_passAuto,vtra_taxiCon,vtra_taxiNCon,vtra_dirigMoto,vtra_passMoto,vtra_bike,vtra_pe,vtra_outros,vtra_total,vtra_coletivo,vtra_individual,vtra_motorizado,vtra_naoMotorizado,vtra_total,vtra_trabIndus,vtra_trabCome,vtra_trabServ,vtra_educacao,vtra_compras,vtra_saude,vtra_lazer,vtra_procEmpr,vtra_assunPesso,vtra_refeicao,vtra_total
421,São Caetano do Sul,5083,5083,14828,10063,39406,3875,79322,79502,368,7243,7585,14828,19832578,3902,1338,3000,1431,7755,4414,502,726,14828,1039,18,130,468,109,0,139,0,1904,0,0,1664,4312,0,70,1508,118,131,345,0,567,261,130,9106,37136,1007,1262,39406,4005,8837,10872,3604,794,22003,3395,0,111,2101,44,321,21839,1397,79322,28113,29049,57162,22160,79322,12158,11122,26632,16889,2100,3058,2709,0,3664,990,79322,61,34,13,16,5018,10284,10727,3255,764,20867,2542,0,148,2164,44,321,21973,1397,79502,30048,27161,57209,22294,79502,13909,11352,27796,15358,2233,2142,2400,0,3904,408,79502
422,Santo André,21667,21667,55759,56298,82692,23294,335586,336064,795,25200,30559,55759,143186764,6609,2568,5000,599,13062,23804,10591,7704,55759,3156,522,340,2282,0,92,293,0,6685,0,433,12898,8747,216,908,292,216,710,3160,412,4266,1375,5772,39406,76976,3088,2629,82692,12971,18880,84104,3091,7234,97941,47086,1220,4127,5991,0,851,51188,903,335586,126279,157268,283548,52039,335586,14756,23932,97749,102584,17891,29073,11964,967,33218,3452,335586,54,24,15,74,12032,18168,86362,3091,8833,97520,45059,266,5862,5991,0,851,51126,903,336064,128486,155601,284087,51977,336064,14686,22385,97998,102554,16017,30694,15128,967,30591,5043,336064
423,Vila Gilda,11305,11305,31451,5901,9690,10045,48982,49039,292,14892,16559,31451,51534573,4559,1639,3580,717,11778,14923,3330,703,31451,12660,5083,1943,5984,491,1437,1908,282,29789,0,2493,5546,16475,1676,2407,1033,2855,5217,6257,7418,9422,8340,13555,82692,7272,882,1536,9690,935,1546,5220,182,3624,19833,9197,770,15,996,0,0,6665,0,48982,11507,30810,42317,6665,48982,1818,5296,13176,18718,2431,1558,3548,0,1762,675,48982,42,27,15,0,685,1854,4649,182,3624,19833,9383,1015,15,996,0,0,6805,0,49039,10993,31241,42235,6805,49039,2563,5865,12605,19052,1846,1634,3730,0,1504,240,49039
424,Valparaíso,8297,8297,23802,11961,10901,5144,47965,47251,247,10209,13593,23802,33616631,4052,1412,3500,1251,12254,9300,478,519,23802,10085,221,568,2773,0,0,354,0,14000,0,221,650,2035,105,161,321,1193,0,540,921,972,0,2572,9690,8649,1209,1043,10901,1081,1221,11831,688,3129,12694,3994,297,1222,538,0,0,11271,0,47965,17950,18743,36694,11271,47965,5319,2872,11892,18858,283,3311,335,0,4963,131,47965,59,24,16,0,1698,1221,11258,498,902,12694,5208,709,1222,538,0,0,11302,0,47251,15579,20370,35948,11302,47251,4366,2562,12229,18306,283,3235,1230,0,5039,0,47251
425,Sacadura Cabral,8753,8753,26843,2339,6881,3423,37229,37229,180,13564,13279,26843,23615649,2698,880,2324,6943,11720,8180,0,0,26843,5542,767,593,3414,696,109,133,134,11389,0,0,861,1664,0,0,184,613,978,1070,2104,133,885,2408,10901,4241,995,1645,6881,884,0,4536,588,161,6602,6412,0,1672,453,0,844,15078,0,37229,6169,15138,21307,15922,37229,7068,2791,6341,14916,121,2883,1512,407,948,241,37229,64,19,10,20,1092,0,4315,588,564,6602,6520,297,1672,453,0,844,14283,0,37229,6559,15543,22102,15127,37229,7068,3152,5837,14168,121,3838,1512,407,948,176,37229
426,Campestre,7219,7219,19642,13087,16190,7487,50356,50159,287,9151,10491,19642,38107935,5279,1940,5000,649,4769,9838,3935,451,19642,5118,406,41,3769,0,0,616,0,9949,0,1065,1376,824,143,257,155,180,591,0,136,0,0,2155,6881,14484,661,1045,16190,1225,2879,7549,902,4562,17176,3194,45,1009,422,0,2288,9106,0,50356,17118,21845,38963,11394,50356,4005,1682,15672,18824,3570,1073,2073,211,3246,0,50356,54,21,17,8,942,2972,6884,902,4562,17269,3528,45,1009,254,0,2288,9504,0,50159,16263,22104,38367,11792,50159,4005,1633,14874,19073,3068,1526,1638,211,4084,49,50159
427,Utinga,14883,14883,41926,8752,16511,9781,72338,72371,566,21245,20681,41926,57873098,3889,1380,3580,2697,16364,21959,419,487,41926,5795,20,372,2083,0,584,206,110,9169,0,902,905,1878,803,406,0,186,1478,186,1932,784,0,6729,16190,12939,1623,1948,16511,4298,5214,3735,1715,1923,17240,10921,0,1168,1160,0,0,24963,0,72338,16886,30488,47374,24963,72338,6702,7494,21160,27899,1534,2879,3008,0,1613,49,72338,56,24,15,0,4007,5573,3967,1715,1691,17240,11551,0,1168,1160,0,208,24091,0,72371,16953,31119,48072,24299,72371,5940,7313,19916,27882,1534,2879,4033,0,2874,0,72371
428,Vila Lucinda,18049,18259,51991,14097,12175,13704,90994,90791,458,23931,28060,51991,57707411,3160,1110,2800,7170,26752,14399,3669,0,51991,10523,1934,591,3742,135,135,912,0,17972,0,909,3028,3797,439,699,163,332,484,0,2048,203,307,4100,16511,11052,204,919,12175,858,4774,10978,1384,3260,25108,15516,0,810,232,0,314,26922,839,90994,21254,42504,63758,27237,90994,6993,8118,24544,39153,2123,5106,2933,0,1633,393,90994,58,18,10,10,858,4774,10878,1071,3066,25108,15450,0,810,232,0,314,27392,839,90791,20648,42437,63085,27706,90791,7657,8214,24081,39576,2123,4298,3023,0,1424,393,90791
429,Parque Oratório,19752,19752,59712,9937,16059,20585,100723,101046,579,33294,26418,59712,78313053,3965,1312,3778,3251,22821,30085,1997,1558,59712,13808,4691,586,3451,0,586,2316,0,25438,0,0,1904,1357,333,0,0,790,333,820,1736,586,0,4316,12175,9410,2218,4430,16059,2316,2105,9790,790,5961,32226,9623,0,0,1740,0,0,35334,839,100723,20961,44428,65389,35334,100723,9720,11846,17351,43355,9706,2373,2788,320,2838,424,100723,50,21,11,0,2743,2105,9948,790,6977,32587,7789,0,0,1740,0,0,35529,839,101046,22563,42955,65517,35529,101046,8821,12342,18376,44142,9706,1901,2176,320,2838,424,101046
430,Parque das Nações,13591,13591,40870,6185,12529,5082,67809,68141,528,21894,18976,40870,39747566,2925,973,2324,5808,21448,10600,3014,0,40870,14139,370,2056,11368,0,0,891,0,28824,0,1503,2220,4516,417,833,0,794,0,0,1620,552,544,3060,16059,8946,1040,2543,12529,3364,4323,10427,814,3480,14153,8818,0,142,2063,428,208,19590,0,67809,22407,25604,48011,19798,67809,10809,5275,18022,27047,918,1596,1101,81,2727,234,67809,76,17,12,60,2125,5674,10388,814,2659,14305,10239,0,0,2063,428,0,19446,0,68141,21660,27035,48695,19446,68141,10454,4138,17380,29469,918,1454,1286,81,2727,234,68141
431,Jardim do Estádio,35635,35635,105758,15101,32501,31133,182665,182335,1142,46170,59588,105758,118745621,3332,1123,2800,18593,53548,29495,4122,0,105758,15463,38,166,3312,201,166,700,201,20248,0,1808,1628,1768,415,1255,0,719,1096,305,219,1033,0,2284,12529,22429,5700,4371,32501,3453,5496,29656,6726,4341,42663,30282,0,1111,4441,0,1546,52950,0,182665,49673,78497,128169,54496,182665,22000,19227,25457,66058,22249,2164,12746,0,12358,406,182665,50,20,15,50,4314,1961,31273,9399,3363,43243,30512,0,0,4441,0,1546,52283,0,182335,50310,78196,128506,53829,182335,21639,19684,28068,64280,22249,2164,11197,0,12782,271,182335
432,Carijós,37829,37829,111442,17295,35764,32187,182026,182381,914,49333,62109,111442,150000334,3965,1346,3213,9523,51461,35529,6982,7947,111442,26771,2468,1490,10052,0,319,1858,0,42957,0,1661,9373,8198,0,206,0,1540,1372,772,1981,2570,940,3887,32501,26019,1230,8514,35764,7934,4209,26322,1455,2990,55761,38140,0,3279,3572,0,0,38363,0,182026,42910,100753,143663,38363,182026,10938,8628,40526,71394,5625,18065,10143,859,15847,0,182026,59,21,13,0,6388,4407,26291,1455,2990,56097,39611,0,3053,3572,0,0,38517,0,182381,41531,102333,143864,38517,182381,10919,8628,39964,72988,7093,18286,9446,859,14197,0,182381
433,Parque do Pedroso,36762,36762,117905,15823,19948,17819,140093,139039,3165,59089,58816,117905,103122581,2805,875,2500,26461,67599,23845,0,0,117905,22517,3618,3157,12286,2005,0,889,0,44472,0,1845,4457,5349,615,3235,615,2697,3080,1434,1901,1979,1935,6620,35764,8316,1902,9730,19948,510,2654,37366,3340,5539,30125,9545,0,0,6884,428,2286,41417,0,140093,49409,46981,96391,43703,140093,10755,8213,38971,56003,3374,5395,3007,410,13814,151,140093,44,20,10,56,1089,1312,35916,2131,5539,30242,11794,0,0,6884,428,2286,41417,0,139039,45988,49348,95336,43703,139039,10056,7500,34086,57939,3885,5395,4560,410,15208,0,139039
434,Paranapiacaba,897,913,3039,96,1294,506,6371,6226,8465,1541,1498,3039,1869050,2048,615,1970,1269,1701,68,0,0,3039,30443,2370,2782,13945,0,0,940,0,50479,0,5390,546,1206,0,626,0,2924,362,0,1645,1975,51,5224,19948,995,94,205,1294,43,594,877,41,442,933,2632,0,0,63,0,81,665,0,6371,1997,3628,5625,746,6371,2212,655,405,2183,44,195,343,49,286,0,6371,63,50,15,5,21,522,885,41,442,885,2620,0,0,63,0,81,665,0,6226,1912,3568,5480,746,6226,3488,655,358,859,44,236,292,49,244,0,6226
435,Capuava,11895,11895,34164,4851,32784,10103,76102,76231,1957,16537,17627,34164,38253041,3216,1120,3044,6413,12737,13870,1144,0,34164,573,13,32,418,49,0,56,0,1141,0,25,703,101,73,0,0,0,204,0,0,0,0,188,1294,29270,2073,1441,32784,2875,5455,12862,7332,5915,20482,3782,0,217,2165,0,0,15018,0,76102,34440,26645,61084,15018,76102,26104,3032,15989,21285,795,1632,3109,313,3035,807,76102,58,28,13,0,1045,4583,14346,7269,5915,20699,4775,0,217,2165,0,0,15218,0,76231,33158,27855,61013,15218,76231,28115,3466,15761,20907,795,1632,1279,313,3155,807,76231
436,Mauá,44489,44489,127883,44340,57134,30162,262717,262833,1131,55783,72100,127883,132804494,2985,1038,2733,18573,68890,40420,0,0,127883,9020,482,468,3993,191,191,383,0,14728,0,675,21504,2198,375,122,0,744,276,0,25,571,1135,5159,32784,39809,5646,11680,57134,4773,15130,41245,1414,23831,57247,22115,322,3885,1945,0,0,89274,1536,262717,86393,87050,173442,89274,262717,15171,23677,60509,95575,11407,16376,16945,2911,19122,1023,262717,43,23,13,0,4923,14815,39636,1744,23831,57840,21796,322,4246,1945,0,0,90198,1536,262833,84950,87685,172635,90198,262833,15171,23648,63276,93116,11007,16995,17618,2911,17515,1575,262833
437,Jardim Zaíra,53569,53569,167856,28929,37171,25112,231013,233322,1240,80236,87620,167856,128135410,2392,763,2100,55311,82303,30242,0,0,167856,22540,2755,3942,21017,779,721,3585,389,55730,403,4655,3086,11791,1744,1910,480,3673,3879,3259,4498,1763,3947,12046,57134,15523,5284,16364,37171,7210,14649,33437,8294,8152,32741,15387,0,73,1882,661,0,108526,0,231013,71743,50745,122488,108526,231013,24111,14760,42751,109882,5054,13120,2856,0,17801,677,231013,57,20,15,0,6758,16385,33927,7731,8152,33358,16024,0,73,1882,661,0,108370,0,233322,72954,51999,124952,108370,233322,24739,15210,40736,112179,5384,12053,2643,0,20254,125,233322
438,Barão de Mauá,31777,31777,95761,21289,20362,18765,123249,122393,605,47530,48231,95761,73849333,2324,771,2000,31664,50478,13619,0,0,95761,43334,5161,2065,22190,1252,625,960,0,75587,0,6427,1053,7641,1208,1606,0,3862,3549,553,3808,916,0,6547,37171,12018,3647,4697,20362,3880,8172,21432,2901,5810,22385,6947,0,0,352,188,0,51182,0,123249,42195,29871,72067,51182,123249,13548,10389,21461,59224,2238,9321,5172,0,1895,0,123249,57,21,13,0,3880,8172,21913,2901,5810,21529,7266,0,0,352,0,0,50571,0,122393,42676,29146,71822,50571,122393,13548,10389,20605,60153,2238,9321,4316,0,1822,0,122393
439,Estrada do Carneiro,8016,8016,25272,494,2892,5468,26567,26491,1268,12379,12893,25272,22267528,2778,881,2730,6982,12255,5260,775,0,25272,23305,1913,0,12469,96,0,2957,0,40740,0,4762,292,5015,488,712,0,912,874,480,465,820,0,5543,20362,1525,316,1052,2892,977,1293,5215,713,752,5607,2735,0,0,1105,0,0,8170,0,26567,8950,9447,18397,8170,26567,3048,1320,5910,10055,712,1162,341,296,3724,0,26567,64,33,17,0,808,1508,4860,946,752,5607,2903,0,0,1105,188,0,7813,0,26491,8874,9803,18677,7813,26491,2879,1320,6047,10009,1006,868,341,296,3724,0,26491
440,Ribeirão Pires,26817,26817,81235,20738,32150,14919,176418,176395,5257,37651,43584,81235,79610247,2969,980,2400,12812,41897,18029,8497,0,81235,6854,279,560,2848,0,0,447,0,10986,449,754,0,205,0,0,0,149,149,0,149,480,0,557,2892,24052,2951,5148,32150,9812,12033,26866,2468,14941,40826,21671,0,386,1861,0,7917,36403,1233,176418,66120,65978,132098,44320,176418,15299,12804,28175,53566,20675,10509,12379,544,22205,262,176418,55,26,14,15,11030,12260,25198,2468,14941,40740,21957,0,386,1861,0,7917,36403,1233,176395,65897,66177,132074,44320,176395,12693,13806,27416,55401,19686,11017,10455,544,25113,262,176395
441,Jardim Santa Luzia,7391,7391,22824,3356,3384,5911,26523,26892,2520,9623,13201,22824,22185619,3002,972,2453,7158,8472,6665,530,0,22824,21400,2717,1600,8481,402,507,1390,0,36498,0,1139,7434,7578,1114,1350,287,56,764,731,1117,507,489,9585,32150,2339,346,699,3384,842,1401,5448,468,4012,4876,2436,0,158,0,0,339,6542,0,26523,12171,7471,19642,6881,26523,3470,1610,5236,9454,1338,1857,2455,0,1103,0,26523,41,22,13,30,608,1977,5827,468,4012,4876,2085,0,158,0,0,339,6542,0,26892,12892,7119,20011,6881,26892,3470,1673,5317,10043,1729,1565,2221,0,874,0,26892
442,Ouro Fino Paulista,4443,4443,13728,1742,3680,3533,18232,18622,2156,5729,7999,13728,13400698,3016,976,3044,2657,6127,4458,486,0,13728,5796,502,681,2006,0,0,810,0,9795,0,289,397,1376,0,0,0,0,713,140,129,0,201,140,3384,2041,926,713,3680,1139,1353,2576,268,2302,3988,2184,0,73,0,0,541,3807,0,18232,7638,6245,13883,4348,18232,2884,332,3187,6781,925,1074,1409,319,1321,0,18232,61,32,16,38,708,1775,2883,268,2302,4080,2184,0,73,0,0,541,3807,0,18622,7936,6337,14273,4348,18622,3336,332,3717,6157,1811,569,1767,0,931,0,18622
443,Parque Sete Pontes,4249,4249,12913,2174,2849,1921,14438,14479,1886,6308,6605,12913,11438520,2692,886,2324,3106,6179,3629,0,0,12913,2387,1330,1134,1232,55,0,278,0,6416,65,143,1031,167,143,0,0,584,269,199,55,81,0,943,3680,1585,253,1011,2849,324,1994,1550,0,2615,1656,622,0,0,446,0,0,5230,0,14438,6483,2725,9207,5230,14438,2885,412,2183,6413,440,309,0,549,1248,0,14438,44,26,15,0,387,2072,1417,0,2615,1656,719,0,0,446,0,0,5167,0,14479,6491,2821,9312,5167,14479,2889,412,2134,6535,440,357,0,549,1163,0,14479
444,Rio Grande da Serra,11981,11981,35592,10535,5631,4317,47291,47465,1756,15989,19603,35592,29807495,2488,837,2324,10233,22684,1997,678,0,35592,2218,365,450,2032,0,0,0,0,5064,56,814,455,221,0,699,0,0,13,0,56,0,0,535,2849,2757,597,2278,5631,904,5160,2059,0,7356,4422,1969,0,0,945,0,0,24475,0,47291,15479,7336,22815,24475,47291,2445,2582,8052,30685,410,15,234,0,2868,0,47291,49,25,15,0,571,5833,1980,0,7356,4463,1663,0,115,945,0,0,24539,0,47465,15740,7186,22926,24539,47465,2909,2582,7761,30741,383,15,234,0,2840,0,47465
445,Planalto,32864,32864,95482,26074,37658,30434,177986,177778,1109,45008,50473,95482,130355293,3967,1365,3778,9643,35806,44753,2053,3226,95482,4790,426,1034,2518,0,62,395,384,9611,0,271,934,962,0,0,417,364,307,134,330,62,141,1709,5631,30865,4821,1971,37658,2682,0,32269,2117,15376,47380,19749,0,4479,7761,2486,0,43685,0,177986,52445,81856,134301,43685,177986,24117,11474,44390,67495,12802,9994,1298,493,5923,0,177986,43,28,15,0,2228,0,34040,2833,15376,47380,19633,0,2355,7761,2486,0,43685,0,177778,54478,79616,134093,43685,177778,23331,11338,43061,69103,13656,9575,1298,493,5923,0,177778
446,Paulicéia,19333,19333,54988,11306,36776,16730,117564,117276,805,27172,27816,54988,75528278,3907,1374,3580,4848,20874,24560,2605,2101,54988,30235,417,0,9900,0,413,1727,0,42691,0,2908,12994,6780,400,586,299,1433,2470,3505,1511,1448,0,3324,37658,30523,2733,3520,36776,2285,0,15172,7162,4431,32628,11681,0,808,3433,0,1202,38624,139,117564,29050,48689,77739,39825,117564,27360,7394,33501,40541,3698,1269,1560,0,2243,0,117564,58,26,13,23,2349,0,15466,6957,4800,32628,11946,0,808,3433,0,1202,37548,139,117276,29573,48954,78527,38749,117276,28185,5939,32681,42498,3698,1269,1068,0,1939,0,117276
447,Rudge Ramos,16925,16925,44474,24166,25064,16988,104527,105037,471,21763,22711,44474,89512704,5289,2013,4689,954,9143,23840,7830,2706,44474,14657,1232,1073,6809,686,44,686,0,25187,0,726,17843,2476,2828,245,571,1489,2661,642,786,2212,0,4296,36776,22771,1925,368,25064,717,324,19201,2017,3837,30587,16442,0,668,4748,339,439,24772,436,104527,26096,53219,79316,25211,104527,8149,9484,33239,39961,5470,1956,545,0,5654,69,104527,51,27,10,28,717,324,18910,2017,3837,30744,16129,0,628,4748,339,439,25769,436,105037,25805,53023,78829,26208,105037,8149,12581,33369,37739,5556,935,1055,0,5654,0,105037
448,Baeta Neves,17233,17233,45474,23772,31487,15799,138770,139750,536,22184,23290,45474,88387695,5129,1944,4209,2211,13849,19785,5810,3818,45474,10109,232,855,3567,826,1289,2607,363,19848,0,690,3846,8292,118,0,642,787,530,1711,3902,2555,0,1989,25064,29021,657,1809,31487,1641,1761,29520,0,7307,34617,15386,140,547,6604,0,1551,38485,1212,138770,40229,58505,98734,40036,138770,6366,11887,42386,53474,3000,13163,4806,0,1201,2486,138770,47,22,12,11,3586,890,32064,0,7307,34617,14502,140,0,6604,0,1551,37277,1212,139750,43847,57075,100921,38828,139750,6366,11887,43638,53067,3000,13142,4523,0,1640,2486,139750
449,São Bernardo do Campo,25516,25516,67205,34751,71661,27568,252676,252354,743,30210,36995,67205,129944391,5093,1934,4443,2779,13795,38104,8447,4080,67205,11211,2751,657,2589,1080,1074,739,0,20102,0,905,1447,7509,1266,267,1901,0,2121,979,2843,4365,1458,6427,31487,65493,3172,2997,71661,3396,5669,66807,2588,12437,74605,28411,0,5168,9221,323,549,43502,0,252676,90896,117728,208624,44051,252676,14960,24934,83944,72725,8058,22429,9750,3076,11009,1793,252676,50,24,17,10,3307,4783,64111,2588,12278,74867,31705,0,5168,8519,323,549,44156,0,252354,87068,120581,207649,44705,252354,13807,24125,84816,72627,8218,23515,9914,3076,10780,1478,252354
450,Montanhão,56186,56186,172260,26092,42536,32374,250264,249938,1055,83993,88267,172260,185116468,3295,1075,2750,36450,82406,43089,8201,2114,172260,17954,3011,2742,7277,334,973,1923,974,35188,0,3643,6544,13898,0,1936,590,3128,3397,5786,3667,2686,4451,21935,71661,31045,2363,9128,42536,987,0,54531,3760,11110,42038,21987,0,1729,7226,708,3402,102785,0,250264,70389,73689,144077,106187,250264,16242,21013,80854,88147,5308,14448,11475,1453,10056,1269,250264,45,28,11,25,1660,0,52383,3760,11269,42660,20020,0,3514,7226,708,3402,103335,0,249938,69073,74128,143201,106737,249938,17195,21740,77979,88374,5490,14630,11156,1453,10576,1346,249938
451,Demarchi,34615,34615,102171,21348,40124,24786,165816,166085,1059,45436,56735,102171,125374171,3622,1227,3044,12049,65793,18008,4721,1601,102171,44583,4918,3024,18553,137,733,2910,160,75017,0,3844,2523,7990,334,3586,984,3171,3095,2381,2339,1979,937,9372,42536,27752,4656,7716,40124,2079,0,35512,2195,13031,39053,15010,0,2128,4489,227,0,52093,0,165816,52816,60907,113723,52093,165816,19063,15021,39126,67997,6257,4579,9654,0,4120,0,165816,43,28,13,0,1492,0,35135,2195,13031,39053,16403,0,1610,4657,227,0,52283,0,166085,51853,61950,113803,52283,166085,18947,15021,41006,66503,6257,4579,9654,0,4120,0,166085
452,Riacho Grande,14345,14345,47137,9892,11361,10567,61053,60989,3065,21007,26130,47137,40469113,2821,859,2589,11027,21500,14610,0,0,47137,26361,2650,1097,16527,1421,1645,623,0,50324,0,1452,10305,6120,3689,0,331,623,2914,3511,1982,623,0,8577,40124,8503,1678,1180,11361,586,133,10594,436,3932,10486,4317,0,0,2250,227,836,27256,0,61053,15682,17280,32961,28092,61053,7071,6500,14975,27540,1712,1533,557,0,1165,0,61053,48,26,10,15,1172,133,10805,436,3932,10486,3455,0,0,2250,227,836,27256,0,60989,16479,16418,32897,28092,60989,8272,5678,13739,28333,1712,1533,557,0,1165,0,60989
453,Caminho do Mar,9714,9714,30620,4584,6289,8687,34445,34557,28152,14140,16480,30620,31201671,3212,1019,2884,7378,11135,12107,0,0,30620,11657,898,414,5133,0,0,1103,0,19204,0,820,3524,635,811,1086,0,560,0,0,1069,96,0,2761,11361,4506,1452,331,6289,809,0,6137,375,6107,6962,1141,0,0,2286,0,0,10629,0,34445,13428,10389,23816,10629,34445,794,2224,13261,12328,1338,0,3505,81,913,0,34445,41,28,13,0,809,0,5874,375,6107,6962,1516,0,0,2286,0,0,10629,0,34557,13164,10764,23928,10629,34557,794,2224,13373,12328,1338,0,3505,81,913,0,34557
454,Reservatório Billings,45433,45433,142929,19885,47129,30591,225931,225344,4043,72839,70090,142929,138996067,3059,972,2589,30597,61595,47660,3077,0,142929,6671,331,1606,2749,0,331,1147,0,12835,0,0,305,651,0,0,0,486,1051,992,461,538,331,1474,6289,31905,7709,7515,47129,1346,592,49017,2308,13186,35446,13873,0,378,6513,751,3742,98779,0,225931,66449,56961,123411,102521,225931,30095,23480,58566,82581,9511,8408,6367,0,5441,1482,225931,49,28,9,32,1346,592,48515,2703,13186,35263,12674,0,1235,6513,751,3742,98779,46,225344,66341,56481,122823,102521,225344,29771,24516,57944,83692,8475,8408,5953,0,5103,1482,225344
455,Diadema,20135,20135,57426,31917,45431,10073,178702,179318,493,31808,25618,57426,73380828,3644,1278,2884,16914,15697,19937,944,3934,57426,39024,3410,724,14833,334,457,5662,0,64444,0,3690,14000,6989,1441,1959,312,1047,1872,814,481,1771,868,11885,47129,36590,3297,5543,45431,8343,1254,30691,975,8182,35112,16478,0,4113,2939,111,1385,69119,0,178702,49445,58753,108198,70504,178702,13006,11696,48028,57519,15378,10681,7297,1079,11180,2838,178702,53,23,15,18,8217,1698,32611,975,7862,34836,15812,0,2649,3641,0,881,70135,0,179318,51363,56939,108302,71016,179318,13443,11008,46787,60904,12575,11613,9031,1079,10701,2177,179318
456,Jardim das Nações,33239,33239,99606,19546,31948,19280,166649,167040,591,49667,49939,99606,88318170,2657,887,2324,24245,62953,9396,0,3012,99606,16226,1781,1353,8692,1151,0,0,0,29204,0,1950,8039,5569,2042,0,384,728,1885,1359,5511,3154,3150,11658,45431,22388,5382,4178,31948,5535,742,30667,3119,6362,24763,13791,0,0,9687,982,2306,68696,0,166649,46424,49223,95647,71002,166649,16110,15293,23386,63619,8308,20216,3974,1470,14226,48,166649,49,21,13,5,5269,1081,29751,3119,6312,24763,14230,0,795,9687,1094,2306,68634,0,167040,45532,50569,96100,70940,167040,16601,14590,26597,61404,10693,19684,1590,1470,14364,48,167040
457,Piraporinha,35119,35119,107955,21289,50649,16804,183740,183802,764,56478,51477,107955,105419147,3002,977,2925,19759,61180,22459,4558,0,107955,20693,2576,286,11833,442,357,2104,0,38291,0,2392,8033,7584,2433,0,348,1225,3010,0,2011,683,53,4175,31948,40141,4801,5706,50649,4298,509,20657,2925,2822,34815,11755,0,1404,6582,1786,1393,94794,0,183740,31212,56341,87553,96187,183740,40161,16316,36292,66953,3857,3193,938,0,14356,1673,183740,47,18,12,18,3732,509,21285,2925,2822,34815,11755,0,1404,6582,1786,1393,94794,0,183802,31273,56341,87615,96187,183802,40722,16917,34595,67035,2588,3193,1266,0,15812,1673,183802
458,Vila Conceição,20364,20364,61243,7560,19427,8689,92108,92299,371,29364,31879,61243,63239859,3105,1033,3044,8113,37917,15213,0,0,61243,26433,2075,860,12964,0,0,4868,428,47629,0,3192,22857,8738,1152,0,0,1386,2684,1166,1483,452,874,6664,50649,13808,3671,1948,19427,4651,0,19077,1191,2817,13213,6108,0,898,6209,0,1132,36812,0,92108,27737,26427,54164,37945,92108,15868,8842,18595,30060,6283,2350,7197,1554,1172,188,92108,48,22,14,50,4651,0,18714,1191,2817,13213,6158,0,1401,6209,0,1132,36812,0,92299,27374,26981,54354,37945,92299,15319,9268,17292,30336,7479,2545,7197,1554,1172,137,92299
459,Eldorado,24324,24324,74517,19417,13101,7527,83883,82584,867,32071,42446,74517,60550285,2489,813,2453,18982,47439,7966,0,131,74517,18362,3052,0,7688,0,0,1873,0,30976,0,392,7184,2573,0,0,0,2926,1428,37,206,620,392,3670,19427,8543,2034,2523,13101,1723,0,20698,266,7580,7858,4445,0,0,1433,369,0,39511,0,83883,30267,14105,44372,39511,83883,5732,6344,17330,43108,361,266,3983,0,6759,0,83883,43,29,14,0,1989,0,19640,266,7580,7858,3937,0,0,1433,369,0,39511,0,82584,29475,13597,43072,39511,82584,5350,6270,16492,43182,361,799,3983,0,6147,0,82584
460,Taboão da Serra,20200,20678,59135,23166,33351,18625,124323,124760,527,30498,28637,59135,79546059,3847,1345,3213,6262,27145,19551,5174,1003,59135,15647,1931,0,5452,0,0,619,149,23798,0,0,2412,2623,766,0,0,1398,1070,0,2668,0,0,2163,13101,26899,3143,3309,33351,4876,1184,30870,955,5998,27163,9464,0,676,5546,0,488,36300,803,124323,43883,43652,87535,36788,124323,2563,14203,39065,44652,7155,9288,1325,0,5795,277,124323,58,23,16,40,6836,308,29936,1374,7183,27744,8141,0,676,5546,0,488,35725,803,124760,45637,42910,88547,36214,124760,2982,14145,38027,45612,7084,9288,1522,0,6077,24,124760
